prcbdrBizno,stdDev,mean,count,weight
1018609399,0.0001315612932242522,1.0047717304135015,1.0047717304135015,0.12493898094539582
1058156661,0.0038479896012549287,1.0005190123096914,1.0005190123096914,0.1083826622473468
1058652224,0.006687032454724524,0.998304843100712,0.998304843100712,0.0984536068231463
1078706456,0.0027878626034661047,0.9969869259712488,0.9969869259712488,0.11212032347070594
1098187282,0.002005183885832809,1.0016302773499413,1.0016302773499413,0.11590717656103965
1098610696,0.0006772954897968977,0.9977290134578303,0.9977290134578303,0.12142646285683187
1108186871,0.007304506089948761,1.0016318764619492,1.0016318764619492,0.0968935914150222
1138170738,0.0046617017685559575,0.9989763253438397,0.9989763253438397,0.10524686145988042
1178123256,0.005652145218727406,1.002293284481628,1.002293284481628,0.10218425143345078
1178167346,0.0029712253291917495,0.9996624475482065,0.9996624475482065,0.11168424378348156
1178180219,0.0025758233286747334,1.0030547386560686,1.0030547386560686,0.11367008052451348
1178700880,0.0027439712407133993,0.9972206249482016,0.9972206249482016,0.11232402261108307
1198115733,0.009352986319425154,1.0075846235340284,1.0075846235340284,0.09165729928880686
1208194252,0.0020500006474042376,0.9957009884170862,0.9957009884170862,0.11503014840415486
1210669569,0.006740605123730055,1.0070618105668219,1.0070618105668219,0.09914959547096008
1211028191,0.0040214433226619176,0.9982200793855662,0.9982200793855662,0.10748734008153292
1211104968,0.0010163999891392472,0.9941458359060958,0.9941458359060958,0.1194133599769172
1211138565,0.006566657691228884,1.0017140001334397,1.0017140001334397,0.09916654088110191
1211237170,0.007874241016080674,1.0005346888528788,1.0005346888528788,0.09511005595949157
1211865926,,,,
1218115508,0.0017154190936911448,1.007034573354867,1.007034573354867,0.11779650660532291
1218117767,0.003045952377020805,0.9905814231003139,0.9905814231003139,0.11037482006582902
1218124837,0.003774558541575093,1.0003575145695214,1.0003575145695214,0.10864170960304968
1218128978,0.0008916556756054635,0.9939005695447927,0.9939005695447927,0.11995908329469342
1218129905,0.0010781311230233545,0.9961917789479182,0.9961917789479182,0.1193758592027253
1218132017,0.00107653975551912,0.997714620422623,0.997714620422623,0.11956564091908704
1218136691,0.0024810525615771356,0.9937729200601331,0.9937729200601331,0.11300660221180732
1218144584,0.0029876435381994007,0.9995766860199791,0.9995766860199791,0.11160915135813532
1218144599,0.009509822782415528,0.9971754406566588,0.9971754406566588,0.09029815283896224
1218144696,0.00528390306997238,1.0012932659232956,1.0012932659232956,0.1033235857604121
1218146054,0.0006025319077707383,1.0050245568239426,1.0050245568239426,0.12267152918268887
1218148125,0.005617529465688077,0.9991723173906605,0.9991723173906605,0.10198123579320749
1218148988,0.00203064057711114,0.9984713749518365,0.9984713749518365,0.11543281920468487
1218154063,0.0032417035428254646,0.9953977508479288,0.9953977508479288,0.11014271737124018
1218158434,0.003872494908771233,1.0018445723089568,1.0018445723089568,0.10843414461956973
1218158735,0.001292874050577362,1.0016037512182088,1.0016037512182088,0.11904410740856879
1218159506,0.0030715125799614827,0.995259994852277,0.995259994852277,0.11079515131413105
1218160449,0.005261537051702486,1.0002347801135805,1.0002347801135805,0.10329064523439625
1218161676,0.002221700515012819,1.000731241448182,1.000731241448182,0.11488206358749943
1218166123,0.013785970418758417,1.0073904005461947,1.0073904005461947,0.08116581763245805
1218169493,4.111656092285587e-09,1.0025420019789193,1.0025420019789193,0.12531772963682866
1218170739,0.004656533809957168,1.0024639778895468,1.0024639778895468,0.10563270647134869
1218171155,0.004409893499154077,1.002427009203528,1.002427009203528,0.10651464629925055
1218172718,0.004000043746849914,0.9994627515812431,0.9994627515812431,0.1077005650734803
1218174657,0.004264312555953783,0.9973483466794943,0.9973483466794943,0.1065021970843914
1218176621,0.005653561963370169,0.9979008764003228,0.9979008764003228,0.10173174140341097
1218180595,0.0037541175727185973,0.9985060585844866,0.9985060585844866,0.1085177253374326
1218186060,0.0024939906195053235,1.000937666452745,1.000937666452745,0.11376777751010618
1218186871,0.01051249629560816,1.0050463750175642,1.0050463750175642,0.0884412601070319
1218187002,0.003947652330743147,0.9999658769530858,0.9999658769530858,0.10794980296760288
1218189543,0.006720086332519241,0.9989448732535074,0.9989448732535074,0.09841406786200516
1218194482,0.005678640879985661,0.9967303106104373,0.9967303106104373,0.10152934195626832
1218197679,0.004662719478676927,0.997533761168546,0.997533761168546,0.10509127478660799
1218606377,0.0043115920009246375,1.0023058849982704,1.0023058849982704,0.1068589481772532
1218617419,0.00161333181170693,1.0012324286448286,1.0012324286448286,0.11756706607245396
1218618567,0.00397494394438295,1.004166320152194,1.004166320152194,0.10830115000391362
1218623833,0.016004235494110834,1.0069483334788056,1.0069483334788056,0.0767411830559116
1218625660,0.00440510617835064,0.9986780416545771,0.9986780416545771,0.10613356949781318
1218626219,0.008681980460298338,1.0000850031730115,1.0000850031730115,0.09278746653865788
1218632759,0.0,1.012218000864184,1.012218000864184,0.126527250108023
1218634081,0.0032103378841290826,0.987314945951547,0.987314945951547,0.10936980686907631
1218639674,0.00033509834196614543,0.9861687571450759,0.9861687571450759,0.12164063168342133
1218639882,0.0009546707415918725,1.0033517470258058,1.0033517470258058,0.12080577868518688
1218640531,0.004609994411103773,0.9971115009748486,0.9971115009748486,0.10523384088778852
1220488420,0.0017213290085984832,0.9966908789790117,0.9966908789790117,0.11656078168144876
1228125504,0.0010824785945117178,1.0050590829698214,1.0050590829698214,0.12041837292800776
1228135486,0.003641933332454164,1.0041191519343984,1.0041191519343984,0.10955518656415113
1228145005,0.004805314361053139,0.9988166018222219,0.9988166018222219,0.10472299815005727
1228150584,0.006587085068184781,1.0016963340102045,1.0016963340102045,0.09910066209100118
